epoch,loss,val_loss
0,0.4954054653644562,0.569091260433197
1,0.12933671474456787,0.1369658261537552
2,0.08109436929225922,0.020526856184005737
3,0.06741216778755188,0.0005282100755721331
4,0.05011676996946335,0.001475807512179017
